title,Authors,1stAuthor,result-from,result-id,result-pub_date,result-title,result-ttl_similarity,result-author,result-link,result-pdf_link
The Combinatorial Brain Surgeon: Pruning Weights That Cancel One Another in Neural Networks,Xin Yu (University of Utah) · Thiago Serra (Carnegie Mellon University) · Srikumar Ramalingam (University of Utah) · Shandian Zhe (University of Utah),Xin Yu,arXiv,http://arxiv.org/abs/2203.04466v3,2022-03-09T00:58:04Z,"The Combinatorial Brain Surgeon: Pruning Weights That Cancel One Another
  in Neural Networks",0.989,Shandian Zhe,http://arxiv.org/abs/2203.04466v3,http://arxiv.org/pdf/2203.04466v3
Bayesian Imitation Learning for End-to-End Mobile Manipulation,"Yuqing Du (UC Berkeley) · Daniel Ho (X, The Moonshot Factory) · Alexander Alemi (Google) · Eric Jang (Google Inc.) · Mohi Khansari (X, The Moonshot Factory)",Yuqing Du,arXiv,http://arxiv.org/abs/2202.07600v1,2022-02-15T17:38:30Z,Bayesian Imitation Learning for End-to-End Mobile Manipulation,1.0,Mohi Khansari,http://arxiv.org/abs/2202.07600v1,http://arxiv.org/pdf/2202.07600v1
RieszNet and ForestRiesz: Automatic Debiased Machine Learning with Neural Nets and Random Forests,Victor Chernozhukov (MIT) · Whitney Newey (MIT) · Víctor Quintas-Martínez (MIT) · Vasilis Syrgkanis (Microsoft Research),Victor Chernozhukov,arXiv,http://arxiv.org/abs/2110.03031v3,2021-10-06T19:29:20Z,"RieszNet and ForestRiesz: Automatic Debiased Machine Learning with
  Neural Nets and Random Forests",0.99,Vasilis Syrgkanis,http://arxiv.org/abs/2110.03031v3,http://arxiv.org/pdf/2110.03031v3
How to Steer Your Adversary: Targeted and Efficient Model Stealing Defenses with Gradient Redirection,Mantas Mazeika (UIUC) · Bo Li (UIUC) · David Forsyth (Univeristy of Illinois at Urbana-Champaign),Mantas Mazeika,Google,,,mmazeika/,0.036,,https://github.com/mmazeika/model-stealing-defenses,
Streaming Algorithms for Support-Aware Histograms,Justin Chen (MIT) · Piotr Indyk (MIT) · Tal Wagner (MIT),Justin Chen,Google,,,(PDF) Space Efficient ,0.056,,https://www.researchgate.net/publication/4250906_Space_Efficient_Streaming_Algorithms_for_the_Maximum_Error_Histogram,
Strategies for Safe Multi-Armed Bandits with Logarithmic Regret and Risk,Tianrui Chen (Boston University) · Aditya Gangrade (Carnegie Mellon University) · Venkatesh Saligrama (Boston University),Tianrui Chen,arXiv,http://arxiv.org/abs/2204.00706v1,2022-04-01T22:08:03Z,Strategies for Safe Multi-Armed Bandits with Logarithmic Regret and Risk,1.0,Venkatesh Saligrama,http://arxiv.org/abs/2204.00706v1,http://arxiv.org/pdf/2204.00706v1
"Prioritized training on points that are learnable, worth learning, and not yet learned",Sören Mindermann (University of Oxford) · Muhammed Razzak (University of Oxford) · Jan Brauner (University of Oxford) · Mrinank Sharma (University of Oxford) · Andreas Kirsch (University of Oxford) · Winnie Xu (University of Toronto) · Benedikt Höltgen (University of Oxford) · Aidan Gomez (Google) · Adrien Morisot (Cohere) · Sebastian Farquhar (University of Oxford) · Yarin Gal (University of Oxford),Sören Mindermann,arXiv,http://arxiv.org/abs/2107.02565v2,2021-07-06T12:08:44Z,"Prioritized training on points that are learnable, worth learning, and
  not yet learned (workshop version)",0.891,Yarin Gal,http://arxiv.org/abs/2107.02565v2,http://arxiv.org/pdf/2107.02565v2
Correct-N-Contrast: a Contrastive Approach for Improving Robustness to Spurious Correlations,Michael Zhang (Stanford University) · Nimit Sohoni (Stanford University) · Hongyang Zhang (Northeastern University) · Chelsea Finn (Stanford) · Christopher Re (Stanford University),Michael Zhang,Google,,,NeurIPS 2021 - Distribution shifts,0.175,,https://neurips.cc/Conferences/2021/ScheduleMultitrack?event=21859,
When Are Linear Stochastic Bandits Attackable?,Huazheng Wang (Princeton University) · Haifeng Xu (University of Virginia) · Hongning Wang (University of Virginia),Huazheng Wang,arXiv,http://arxiv.org/abs/2110.09008v1,2021-10-18T04:12:09Z,When Are Linear Stochastic Bandits Attackable?,1.0,Hongning Wang,http://arxiv.org/abs/2110.09008v1,http://arxiv.org/pdf/2110.09008v1
Compressed-VFL: Communication-Efficient Learning with Vertically Partitioned Data,Timothy Castiglia (Rensselaer Polytechnic Institute) · Anirban Das (Rensselaer Polytechnic Institute) · Shiqiang Wang (IBM Research) · Stacy Patterson (Rensselaer Polytechnic Institute),Timothy Castiglia,,,,,0.0,,,
Low-Precision Stochastic Gradient Langevin Dynamics,Ruqi Zhang (UT Austin/Purdue) · Andrew Wilson (New York University) · Christopher De Sa (Cornell),Ruqi Zhang,arXiv,http://arxiv.org/abs/2206.09909v1,2022-06-20T17:25:41Z,Low-Precision Stochastic Gradient Langevin Dynamics,1.0,Christopher De Sa,http://arxiv.org/abs/2206.09909v1,http://arxiv.org/pdf/2206.09909v1
A State-Distribution Matching Approach to Non-Episodic Reinforcement Learning,Archit Sharma (Stanford University) · Rehaan Ahmad (Stanford) · Chelsea Finn (Stanford),Archit Sharma,arXiv,http://arxiv.org/abs/2205.05212v1,2022-05-11T00:06:29Z,"A State-Distribution Matching Approach to Non-Episodic Reinforcement
  Learning",0.987,Chelsea Finn,http://arxiv.org/abs/2205.05212v1,http://arxiv.org/pdf/2205.05212v1
Short-Term Plasticity Neurons Learning to Learn and Forget,"Hector Garcia Rodriguez (Huawei Technologies - Zurich Research Center) · Qinghai Guo (ACS Lab, Huawei Technologies) · Timoleon Moraitis (Huawei Technologies - Zurich Research Center)",Hector Garcia Rodriguez,Google,,,Brain ,0.125,,https://www.simplypsychology.org/brain-plasticity.html,
Sample and Communication-Efficient Decentralized Actor-Critic Algorithms with Finite-Time Analysis,"Ziyi Chen (University of Utah) · Yi Zhou (University of Utah) · Rong-Rong Chen (University of Utah) · Shaofeng Zou (University at Buffalo, the State University of New York)",Ziyi Chen,arXiv,http://arxiv.org/abs/2109.03699v2,2021-09-08T15:02:21Z,"Sample and Communication-Efficient Decentralized Actor-Critic Algorithms
  with Finite-Time Analysis",0.99,Shaofeng Zou,http://arxiv.org/abs/2109.03699v2,http://arxiv.org/pdf/2109.03699v2
A Langevin-like Sampler for Discrete Distributions,Ruqi Zhang (UT Austin/Purdue) · Xingchao Liu (University of Texas at Austin) · Qiang Liu (UT Austin),Ruqi Zhang,arXiv,http://arxiv.org/abs/2206.09914v1,2022-06-20T17:36:03Z,A Langevin-like Sampler for Discrete Distributions,1.0,Qiang Liu,http://arxiv.org/abs/2206.09914v1,http://arxiv.org/pdf/2206.09914v1
Algorithms and Lower Bounds for Ridge Regression,Praneeth Kacham (Carnegie Mellon University) · David Woodruff (Carnegie Mellon University),Praneeth Kacham,arXiv,http://arxiv.org/abs/2204.06653v2,2022-04-13T22:18:47Z,Sketching Algorithms and Lower Bounds for Ridge Regression,0.906,David P. Woodruff,http://arxiv.org/abs/2204.06653v2,http://arxiv.org/pdf/2204.06653v2
Revisiting Contrastive Learning through the Lens of Neighborhood Component Analysis: an Integrated Framework,Ching-Yun (Irene) Ko (MIT) · Jeet Mohapatra (MIT) · Sijia Liu (Michigan State University) · Pin-Yu Chen (IBM Research AI) · Luca Daniel (Massachusetts Institute of Technology) · Lily Weng (UCSD),Ching-Yun,,,,,0.0,,,
Practical Almost-Linear-Time Approximation Algorithms for Hybrid and Overlapping Graph Clustering,"Lorenzo Orecchia (University of Chicago) · Konstantinos Ameranis (University of Chicago) · Charalampos Tsourakakis (ISI Foundation, Boston University) · Kunal Talwar (Apple)",Lorenzo Orecchia,Google,,,Near-linear time ,0.228,,https://www.researchgate.net/publication/317190146_Near-linear_time_approximation_algorithms_for_optimal_transport_via_Sinkhorn_iteration,
RetrievalGuard: Provably Robust 1-Nearest Neighbor Image Retrieval,Yihan Wu (University of Pittsburgh) · Hongyang Zhang (University of Waterloo) · Heng Huang (University of Pittsburgh & JD Finance America Corporation),Yihan Wu,Google,,,(PDF) ,0.028,,https://www.academia.edu/67787732/Provably_Robust_Metric_Learning,
EquiBind: Geometric Deep Learning for Drug Binding Structure Prediction,Hannes Stärk (Massachusetts Institute of Technology) · Octavian Ganea (MIT) · Lagnajit Pattanaik (Massachusetts Institute of Technology) · Regina Barzilay (MIT CSAIL) · Tommi Jaakkola (MIT),Hannes Stärk,,,,,0.0,,,
Stochastic Contextual Dueling Bandits under Linear Stochastic Transitivity Models,Viktor Bengs (University of Munich) · Aadirupa Saha (Microsoft Research) · Eyke Hüllermeier (Paderborn University),Viktor Bengs,arXiv,http://arxiv.org/abs/2202.04593v1,2022-02-09T17:44:19Z,"Stochastic Contextual Dueling Bandits under Linear Stochastic
  Transitivity Models",0.988,Eyke Hüllermeier,http://arxiv.org/abs/2202.04593v1,http://arxiv.org/pdf/2202.04593v1
Rethinking Image-Scaling Attacks: The Interplay Between Vulnerabilities in Machine Learning Systems,Yue Gao (University of Wisconsin at Madison) · Ilia Shumailov (University of Cambridge) · Kassem Fawaz (University of Wisconsin-Madison),Yue Gao,arXiv,http://arxiv.org/abs/2104.08690v3,2021-04-18T03:19:15Z,"Rethinking Image-Scaling Attacks: The Interplay Between Vulnerabilities
  in Machine Learning Systems",0.99,Kassem Fawaz,http://arxiv.org/abs/2104.08690v3,http://arxiv.org/pdf/2104.08690v3
Improving and Assessing Anomaly Detectors for Large-Scale Settings,Dan Hendrycks (UC Berkeley) · Steven Basart (University of Chicago) · Mantas Mazeika (UIUC) · Andy Zou (UC Berkeley) · joseph kwon (Yale University) · Mohammadreza Mostajabi (Zendar) · Jacob Steinhardt (UC Berkeley),Dan Hendrycks,,,,,0.0,,,
SPDY: Accurate Pruning with Speedup Guarantees,Elias Frantar (IST Austria) · Dan Alistarh (IST Austria & NeuralMagic),Elias Frantar,arXiv,http://arxiv.org/abs/2201.13096v1,2022-01-31T10:14:31Z,SPDY: Accurate Pruning with Speedup Guarantees,1.0,Dan Alistarh,http://arxiv.org/abs/2201.13096v1,http://arxiv.org/pdf/2201.13096v1
Iterative Hard Thresholding with Adaptive Regularization: Sparser Solutions Without Sacrificing Runtime,Kyriakos Axiotis (MIT) ·   (None),Kyriakos Axiotis,arXiv,http://arxiv.org/abs/2204.08274v1,2022-04-11T19:33:15Z,"Iterative Hard Thresholding with Adaptive Regularization: Sparser
  Solutions Without Sacrificing Runtime",0.99,Maxim Sviridenko,http://arxiv.org/abs/2204.08274v1,http://arxiv.org/pdf/2204.08274v1
Staged Training for Transformer Language Models,"Sheng Shen (University of California, Berkeley) · Pete Walsh (Allen Institute of AI) · Kurt Keutzer (UC Berkeley) · Jesse Dodge (University of Washington) · Matthew Peters (AI2) · Iz Beltagy (Allen Institute for AI (AI2))",Sheng Shen,arXiv,http://arxiv.org/abs/2203.06211v1,2022-03-11T19:05:42Z,Staged Training for Transformer Language Models,1.0,Iz Beltagy,http://arxiv.org/abs/2203.06211v1,http://arxiv.org/pdf/2203.06211v1
Do Differentiable Simulators Give Better Gradients for Policy Optimization?,Hyung Ju Suh (MIT) · Max Simchowitz (MIT) · Kaiqing Zhang (MIT) · Russ Tedrake (MIT),Hyung Ju Suh,arXiv,http://arxiv.org/abs/2202.00817v1,2022-02-02T00:12:28Z,Do Differentiable Simulators Give Better Policy Gradients?,0.767,Russ Tedrake,http://arxiv.org/abs/2202.00817v1,http://arxiv.org/pdf/2202.00817v1
Unifying Approximate Gradient Updates for Policy Optimization,Ramki Gummadi (Google Brain) · Junfeng Wen (Layer6 AI) · Saurabh Kumar (Google Brain) · Dale Schuurmans (Google / University of Alberta),Ramki Gummadi,,,,,0.0,,,
GraphFM: Improving Large-Scale GNN Training via Feature Momentum,Haiyang Yu (Texas A&M University) · Limei Wang (Texas A&M University) · Bokun Wang (The University of Iowa) · Meng Liu (Texas A&M University) · Tianbao Yang (The University of Iowa) · Shuiwang Ji (Texas A&M University),Haiyang Yu,arXiv,http://arxiv.org/abs/2206.07161v2,2022-06-14T20:43:25Z,GraphFM: Improving Large-Scale GNN Training via Feature Momentum,1.0,Shuiwang Ji,http://arxiv.org/abs/2206.07161v2,http://arxiv.org/pdf/2206.07161v2
Input-agnostic Certified Group Fairness via Gaussian Parameter Smoothing,Jiayin Jin (Auburn University) · Zeru Zhang (Auburn University) · Yang Zhou (Auburn University) · Lingfei Wu (JD.COM Silicon Valley Research Center),Jiayin Jin,Google,,,Lingfei Wu @ JD.COM R&D - Publications - Google Sites,0.048,,https://sites.google.com/a/email.wm.edu/teddy-lfwu/publications,
Agnostic Learnability of Halfspaces via Logistic Loss,Ziwei Ji (University of Illinois at Urbana-Champaign) · Kwangjun Ahn (MIT EECS) · Pranjal Awasthi (Google) · Satyen Kale (Google Research) · Stefani Karp (Google/CMU),Ziwei Ji,arXiv,http://arxiv.org/abs/2201.13419v1,2022-01-31T18:24:24Z,Agnostic Learnability of Halfspaces via Logistic Loss,1.0,Stefani Karp,http://arxiv.org/abs/2201.13419v1,http://arxiv.org/pdf/2201.13419v1
Branchformer: Parallel MLP-Attention Architectures to Capture Local and Global Context for Speech Recognition and Understanding,Yifan Peng (Carnegie Mellon University) · Siddharth Dalmia (Carnegie Mellon University) · Ian Lane (Carnegie Mellon University) · Shinji Watanabe (Carnegie Mellon University),Yifan Peng,,,,,0.0,,,
Neural Inverse Kinematic ,Raphael Bensadoun (Tel Aviv University) · Shir Gur (Tel Aviv University) · Nitsan Blau (Mentee Robotics) · Lior Wolf (Facebook AI Research and Tel Aviv University),Raphael Bensadoun,arXiv,http://arxiv.org/abs/2205.10837v1,2022-05-22T14:44:07Z,Neural Inverse Kinematics,0.96,Lior Wolf,http://arxiv.org/abs/2205.10837v1,http://arxiv.org/pdf/2205.10837v1
Optimistic Linear Support and Successor Features as a Basis for Optimal Policy Transfer,Lucas N. Alegre (Federal University of Rio Grande do Sul) · Ana Lucia Cetertich Bazzan (Universidade Federal do Rio Grande do Sul ) · Bruno C. da Silva (University of Massachusetts),Lucas N. Alegre,Google,,,Paper Digest: ICML 2021 Highlights – Paper Digest,0.221,,https://www.paperdigest.org/2021/07/icml-2021-highlights/,
Adapting the Linearised Laplace Model Evidence for Modern Deep Learning,"Javier Antorán (University of Cambridge) · David Janz (University of Cambridge) · James Allingham (University of Cambridge) · Erik Daxberger (University of Cambridge & MPI for Intelligent Systems, Tübingen) · Riccardo Barbano (University College London) · Eric Nalisnick (University of Amsterdam) · Jose Miguel Hernandez-Lobato (University of Cambridge)",Javier Antorán,,,,,0.0,,,
Fast rates for noisy interpolation require rethinking the effect of inductive bias,Konstantin Donhauser (Swiss federal institute of technology) · Nicolò Ruggeri (ETH) · Stefan Stojanovic (ETH Zurich) · Fanny Yang (ETH Zurich),Konstantin Donhauser,arXiv,http://arxiv.org/abs/2203.03597v1,2022-03-07T18:44:47Z,"Fast rates for noisy interpolation require rethinking the effects of
  inductive bias",0.982,Fanny Yang,http://arxiv.org/abs/2203.03597v1,http://arxiv.org/pdf/2203.03597v1
Random Gegenbauer Features for Scalable Kernel Methods,Insu Han (Yale University) · Amir Zandieh ( MPI-INF) · Haim Avron (Tel Aviv University),Insu Han,arXiv,http://arxiv.org/abs/2202.03474v1,2022-02-07T19:30:36Z,Random Gegenbauer Features for Scalable Kernel Methods,1.0,Haim Avron,http://arxiv.org/abs/2202.03474v1,http://arxiv.org/pdf/2202.03474v1
Accelerating Bayesian Optimization for Protein Design with Denoising Autoencoders,Samuel Stanton (New York University) · Wesley Maddox (New York University) · Nate Gruver (New York University) · Phillip Maffettone (BigHat Biosciences) · Emily Delaney (BigHat Biosciences) · Peyton Greenside (Bighat Biosciences) · Andrew Wilson (New York University),Samuel Stanton,arXiv,http://arxiv.org/abs/2203.12742v1,2022-03-23T21:58:45Z,"Accelerating Bayesian Optimization for Biological Sequence Design with
  Denoising Autoencoders",0.875,Andrew Gordon Wilson,http://arxiv.org/abs/2203.12742v1,http://arxiv.org/pdf/2203.12742v1
Accelerated Federated Learning with Decoupled Adaptive Optimization,Jiayin Jin (Auburn University) · Jiaxiang Ren (Auburn University) · Yang Zhou (Auburn University) · Lingjuan Lyu (Sony AI Inc.) · Ji Liu (Baidu research) · Dejing Dou (Baidu),Jiayin Jin,arXiv,http://arxiv.org/abs/2108.09134v2,2021-08-20T12:08:44Z,Accelerating Federated Learning with a Global Biased Optimiser,0.698,Jin Wang,http://arxiv.org/abs/2108.09134v2,http://arxiv.org/pdf/2108.09134v2
A Branch and Bound Framework for Stronger Adversarial Attacks of ReLU Networks,Huan Zhang (CMU) · Shiqi Wang (Columbia) · Kaidi Xu (Northeastern University) · Yihan Wang (UCLA) · Suman Jana (Columbia University) · Cho-Jui Hsieh (UCLA) · Zico Kolter (Carnegie Mellon University / Bosch Center for AI),Huan Zhang,Google,,,A ,0.05,,https://openreview.net/pdf?id=oxwsctgY5da,
On the Convergence of Local Stochastic Compositional Gradient Descent with Momentum,Hongchang Gao (University of Pittsburgh) · Junyi Li (University of Pittsburgh) · Heng Huang (University of Pittsburgh & JD Finance America Corporation),Hongchang Gao,,,,,0.0,,,
Hardness and Algorithms for Robust and Sparse Optimization,"Eric Price (UT-Austin) · Sandeep Silwal (MIT) · Samson Zhou (School of Computer Science, Carnegie Mellon University)",Eric Price,Google,,,PDF Approximation ,0.263,,https://jmlr.csail.mit.edu/papers/volume20/17-373/17-373.pdf,
Communication-Efficient Adaptive Federated Learning,Yujia Wang (Pennsylvania State University) · Lu Lin (University of Virginia) · Jinghui Chen (Penn State University),Yujia Wang,arXiv,http://arxiv.org/abs/2205.02719v2,2022-05-05T15:47:04Z,Communication-Efficient Adaptive Federated Learning,1.0,Jinghui Chen,http://arxiv.org/abs/2205.02719v2,http://arxiv.org/pdf/2205.02719v2
An Exact Symbolic Reduction of Linear Smart Predict+Optimize to Mixed Integer Linear Programming,Jihwan Jeong (University of Toronto) · Parth Jaggi (University of Toronto) · Andrew Butler (University of Toronto) · Scott Sanner (University of Toronto),Jihwan Jeong,Google,,,A hybrid br,0.093,,https://link.springer.com/article/10.1007/s12532-013-0055-6,
ASAP-SGD: Instance-based Adaptiveness to Staleness in Asynchronous SGD,Karl Bäckström (Chalmers University of Technology) · Marina Papatriantafilou (Chalmers University of Technology) · Philippas Tsigas (Chalmers University of Technology),Karl Bäckström,Google,,,Accepted Papers - icml.cc,0.189,,https://icml.cc/Conferences/2022/AcceptedPapersInitial,
Efficient Computation of Higher-Order Subgraph Attribution via Message Passing,Ping Xiong (Technical University Berlin) · Thomas Schnake (TU Berlin) · Grégoire Montavon (Technische Universität Berlin) · Klaus-robert Mueller (Technische Universität Berlin) · Shinichi Nakajima (TU Berlin),Ping Xiong,Google,,,"Numerically stable, scalable formulas for parallel and online ...",0.126,,https://www.osti.gov/biblio/1426900-numerically-stable-scalable-formulas-parallel-online-computation-higher-order-multivariate-central-moments-arbitrary-weights,
HyperTransformer: Model Generation for Supervised and Semi-Supervised Few-Shot Learning,Andrey Zhmoginov (Google Inc.) · Mark Sandler (Google) · Maksym Vladymyrov (Google),Andrey Zhmoginov,arXiv,http://arxiv.org/abs/2201.04182v2,2022-01-11T20:15:35Z,"HyperTransformer: Model Generation for Supervised and Semi-Supervised
  Few-Shot Learning",0.989,Max Vladymyrov,http://arxiv.org/abs/2201.04182v2,http://arxiv.org/pdf/2201.04182v2
Causal Dynamics Learning for Task-Independent State Abstraction,Zizhao Wang (University of Texas at Austin) · Xuesu Xiao (University of Texas at Austin) · Zifan Xu (University of Texas at Austin) · Yuke Zhu (University of Texas - Austin) · Peter Stone (The University of Texas at Austin and Sony AI),Zizhao Wang,Google,,,Ten simple rules ,0.15,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2825373/,
EqR: Equivariant Representations for Data-Efficient Reinforcement Learning,"Arnab Kumar Mondal (Mcgill University) · Vineet Jain (McGill University, Mila) · Kaleem Siddiqi (McGill University) · Siamak Ravanbakhsh (McGill - Mila)",Arnab Kumar Mondal,,,,,0.0,,,
Unsupervised Time-Series Representation Learning with Iterative Bilinear Temporal-Spectral Fusion,Ling Yang (Peking University) · Shenda Hong (Peking University),Ling Yang,arXiv,http://arxiv.org/abs/2202.04770v3,2022-02-08T14:04:08Z,"Unsupervised Time-Series Representation Learning with Iterative Bilinear
  Temporal-Spectral Fusion",0.99,Shenda Hong,http://arxiv.org/abs/2202.04770v3,http://arxiv.org/pdf/2202.04770v3
Marginal Distribution Adaptation for Discrete Sets via Module-Oriented Divergence Minimization,Hanjun Dai (Google Brain) · Mengjiao Yang (Google Brain) · Yuan Xue (Google) · Dale Schuurmans (Google / University of Alberta) · Bo Dai (Google Brain),Hanjun Dai,Google,,,(PDF) An Improved Univariate ,0.114,,https://www.researchgate.net/publication/220061875_An_Improved_Univariate_Marginal_Distribution_Algorithm_for_Dynamic_Optimization_Problem,
Unified Fourier-based Kernel and Nonlinearity Design for Equivariant Networkson Homogeneous Spaces,Yinshuang Xu (University of Pennsylvania) · Jiahui Lei (University of Pennsylvania) · Edgar Dobriban (University of Pennsylvania) · Kostas Daniilidis (University of Pennsylvania),Yinshuang Xu,arXiv,http://arxiv.org/abs/2206.08362v2,2022-06-16T17:59:01Z,"Unified Fourier-based Kernel and Nonlinearity Design for Equivariant
  Networks on Homogeneous Spaces",0.985,Kostas Daniilidis,http://arxiv.org/abs/2206.08362v2,http://arxiv.org/pdf/2206.08362v2
Semiparametric Subgraph Reasoning for Question Answering over Large Knowledge Bases,Rajarshi Das (University of Washington) · Ameya Godbole (USC) · Ankita Rajaram Naik (University of Massachusetts Amherst) · Elliot Tower (UMass Amherst) · Manzil Zaheer (Google Research) · Hannaneh Hajishirzi () · Robin Jia (USC) · Andrew McCallum (UMass Amherst),Rajarshi Das,,,,,0.0,,,
Consistent Polyhedral Surrogates for Top-k Classification and Variants,Anish Thilagar (University of Colorado Boulder) · Rafael Frongillo (University of Colorado Boulder) · Jessie Finocchiaro (University of Colorado Boulder) · Emma Goodwill (University of Colorado Boulder),Anish Thilagar,Google,,,An Embedding Framework ,0.237,,https://deepai.org/publication/an-embedding-framework-for-consistent-polyhedral-surrogates,
Neural Inverse Transform Sampler,Henry Li (Yale University) · Yuval Kluger (Yale School of Medicine),Henry Li,arXiv,http://arxiv.org/abs/2206.11172v1,2022-06-22T15:28:29Z,Neural Inverse Transform Sampler,1.0,Yuval Kluger,http://arxiv.org/abs/2206.11172v1,http://arxiv.org/pdf/2206.11172v1
Extracting Latent State Representations with Linear Dynamics from Rich Observations,Abraham Frandsen (Duke University) · Rong Ge (Duke University) · Holden Lee (Duke University),Abraham Frandsen,arXiv,http://arxiv.org/abs/2006.16128v1,2020-06-29T15:47:01Z,"Extracting Latent State Representations with Linear Dynamics from Rich
  Observations",0.988,Rong Ge,http://arxiv.org/abs/2006.16128v1,http://arxiv.org/pdf/2006.16128v1
Provable Reinforcement Learning with a Short-Term Memory,"Yonathan Efroni (Microsoft Research, New York) · Chi Jin (Princeton University) · Akshay Krishnamurthy (Microsoft Research) · Sobhan Miryoosefi (Princeton University)",Yonathan Efroni,arXiv,http://arxiv.org/abs/2202.03983v1,2022-02-08T16:39:57Z,Provable Reinforcement Learning with a Short-Term Memory,1.0,Sobhan Miryoosefi,http://arxiv.org/abs/2202.03983v1,http://arxiv.org/pdf/2202.03983v1
A new similarity measure for covariate shift with applications to nonparametric regression,"Reese Pathak (University of California, Berkeley) · Cong Ma (Princeton University) · Martin Wainwright (UC Berkeley / Voleon)",Reese Pathak,arXiv,http://arxiv.org/abs/2202.02837v1,2022-02-06T19:14:50Z,"A new similarity measure for covariate shift with applications to
  nonparametric regression",0.989,Martin J. Wainwright,http://arxiv.org/abs/2202.02837v1,http://arxiv.org/pdf/2202.02837v1
Correlated quantization for distributed mean estimation and optimization,Ananda Suresh (Google Research) · Ziteng Sun (Google Research) · Jae Ro (Google) · Felix Xinnan Yu (Google),Ananda Suresh,arXiv,http://arxiv.org/abs/2203.04925v1,2022-03-09T18:14:55Z,Correlated quantization for distributed mean estimation and optimization,1.0,Felix Yu,http://arxiv.org/abs/2203.04925v1,http://arxiv.org/pdf/2203.04925v1
Steerable 3D Spherical Neurons,Pavlo Melnyk (Linköping University) · Michael Felsberg (Linköping University) · Mårten Wadenbäck (Linköping University),Pavlo Melnyk,arXiv,http://arxiv.org/abs/2106.13863v7,2021-06-02T16:30:02Z,Steerable 3D Spherical Neurons,1.0,Mårten Wadenbäck,http://arxiv.org/abs/2106.13863v7,http://arxiv.org/pdf/2106.13863v7
Quantum-Inspired Algorithms from Randomized Numerical Linear Algebra,Nadiia Chepurko (MIT) · Kenneth Clarkson (IBM Research) · Lior Horesh (IBM Research) · Honghao Lin (Carnegie Mellon University) · David Woodruff (Carnegie Mellon University),Nadiia Chepurko,arXiv,http://arxiv.org/abs/2011.04125v6,2020-11-09T01:13:07Z,Quantum-Inspired Algorithms from Randomized Numerical Linear Algebra,1.0,David P. Woodruff,http://arxiv.org/abs/2011.04125v6,http://arxiv.org/pdf/2011.04125v6
MAE-DET: Revisiting Maximal Entropy Principle in Zero-Shot NAS for  Efficient Object Detection,Zhenhong Sun (Alibaba Group) · Ming Lin (Alibaba Group) · Zhiyu Tan (Alibaba Group) · Xiuyu Sun (Alibaba Group) · Hao Li (Alibaba Group) · rong jin (alibaba group),Zhenhong Sun,Google,,,[PDF] You Only Look One-level Feature - Semantic Scholar,0.133,,https://www.semanticscholar.org/paper/You-Only-Look-One-level-Feature-Chen-Wang/ceb9959528a96718f1e82660dc8b28b3bdde9cde,
Optimal Clipping and Magnitude-aware Differentiation for Improved Quantization-aware Training,Charbel Sakr (NVIDIA) · Steve Dai (NVIDIA) · Rangha Venkatesan (NVIDIA) · Brian Zimmer (NVIDIA) · William Dally (NVIDIA) · Brucek Khailany (NVIDIA),Charbel Sakr,arXiv,http://arxiv.org/abs/2206.06501v1,2022-06-13T22:15:21Z,"Optimal Clipping and Magnitude-aware Differentiation for Improved
  Quantization-aware Training",0.989,Brucek Khailany,http://arxiv.org/abs/2206.06501v1,http://arxiv.org/pdf/2206.06501v1
Optimal Estimation of Off-Policy Policy Gradient via Double Fitted Iteration,Chengzhuo Ni (Princeton University) · Ruiqi Zhang (Peking University) · Xiang Ji (Princeton University) · Xuezhou Zhang (Princeton) · Mengdi Wang (Princeton University),Chengzhuo Ni,arXiv,http://arxiv.org/abs/2202.00076v3,2022-01-31T20:23:52Z,"Optimal Estimation of Off-Policy Policy Gradient via Double Fitted
  Iteration",0.987,Mengdi Wang,http://arxiv.org/abs/2202.00076v3,http://arxiv.org/pdf/2202.00076v3
Content addressable memory without catastrophic forgetting by heteroassociation with a fixed scaffold,Sugandha Sharma (MIT) · Sarthak Chandra (Massachusetts Institute of Technology) · Ila Fiete (University of Texas at Austin),Sugandha Sharma,arXiv,http://arxiv.org/abs/2202.00159v2,2022-02-01T00:24:23Z,"Content addressable memory without catastrophic forgetting by
  heteroassociation with a fixed scaffold",0.99,Ila R. Fiete,http://arxiv.org/abs/2202.00159v2,http://arxiv.org/pdf/2202.00159v2
Language Models as Zero-Shot Planners: Extracting Actionable Knowledge for Embodied Agents,Wenlong Huang (Google) · Pieter Abbeel (UC Berkeley & Covariant) · Deepak Pathak (Carnegie Mellon University) · Igor Mordatch (Google Brain),Wenlong Huang,arXiv,http://arxiv.org/abs/2201.07207v2,2022-01-18T18:59:45Z,"Language Models as Zero-Shot Planners: Extracting Actionable Knowledge
  for Embodied Agents",0.989,Igor Mordatch,http://arxiv.org/abs/2201.07207v2,http://arxiv.org/pdf/2201.07207v2
